danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,is_running
0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,2K22nUTdyr48JDwI5t906t,4,1
0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,5RsUlxLto4NZbhJpqJbHfN,4,1
0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,77NNZQSqzLNqh2A9JhLRkg,4,1
0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,5NLuC70kZQv8q34QyQa1DP,5,1
0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,1YrnDTqvcnUKxAIeXyaEmU,4,1
0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,2Di0qFNb7ATroCGB3q0Ka7,4,1
0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,0dlTGl67UFWcKupzkxZYOn,4,1
0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,3vV3cr2TpPqFk07zxYUbla,4,1
0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,5lN1EH25gdiqT1SFALMAq1,4,1
0.533,0.637,6,-5.571,1,0.0323,0.16,1.12e-05,0.369,0.292,140.167,43GS3mtezoIFiuIZCLLiDY,4,1
0.55,0.765,7,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,3qLZ866ZfaK0B0R5FIqXLG,4,1
0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,51H2y6YrNNXcy3dfc3qSbA,4,1
0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,7HKxTNVlkHsfMLhigmhC0I,4,1
0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,0LAcM6I7ijW4VVW0aytl1t,3,1
0.535,0.967,2,-4.082,1,0.0678,0.000885,0.0181,0.233,0.353,110.975,2cc9k15AifO7RfxxuEExkS,4,1
0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,6gQUbFwwdYXlKdmqRoWKJe,4,1
0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,3ix6K4wZY29bCujrSznwFZ,4,1
0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,2oSpQ7QtIKTNFfA08Cy0ku,4,1
0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,6qUEOWqOzu1rLPUPQ1ECpx,4,1
0.555,0.973,9,-3.804,1,0.035,0.048,0.0,0.0853,0.805,118.642,72hcFp4tYkd3dbNA9dZ3Pv,4,1
0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,38Ngied9rBORlAbLYNCl4k,4,1
0.533,0.865,0,-5.469,0,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,3xr0ZIYqXVKogVu00fJRBX,4,1
0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,3ZOEytgrvLwQaqXreDs2Jx,4,1
0.528,0.947,2,-7.175,1,0.0518,9.31e-06,0.0632,0.165,0.661,149.082,2SMNxADB0ffqaIoOwl2x06,4,1
0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,0UFDKFqW2oGspYeYqo9wjA,4,1
0.464,0.992,3,-3.089,0,0.088,5.38e-05,0.000452,0.199,0.386,151.896,3d06hZGFolrTyh6b0CNmlT,4,1
0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,5cZqsjVs6MevCnAkasbEOX,4,1
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,61mWefnWQOLf90gepjOCb3,4,1
0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,5W8YXBz9MTIDyrpYaCg2Ky,4,1
0.465,0.977,7,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535,6imjJij6aCM0IbbODUzJQn,4,1
0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,5anCkDvJ17aznvK5TED5uo,4,1
0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,3VqHuw0wFlIHcIPWkhIbdQ,4,1
0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,7CpbhqKUedOIrcvc94p60Y,4,1
0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,3K4HG9evC7dg3N0R9cYqk4,4,1
0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,3IV4swNduIRunHREK80owz,4,1
0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,7fcfNW0XxTWlwVlftzfDOR,4,1
0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,3o7TMr6RmIusYH7Kkg7ujR,4,1
0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.424,0.322,103.89,7nsO4eXkY7DvrWbjYUDLJS,4,1
0.402,0.969,8,-2.825,1,0.181,9.14e-05,0.0325,0.225,0.262,173.847,6RJdYpFQwLyNfDc5FbjkgV,4,1
0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,2avKuMN2QXkaG9vvHa2JLt,4,1
0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,4UEo1b0wWrtHMC8bVqPiH8,4,1
0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,5ynxx6zC4dgzsMHLYQ04Dc,4,1
0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,0W9Xvd4Qx1aZPxEi94vgRY,4,1
0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,42ZVk59gT4tMlrZmd8Ijxf,4,1
0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,0.507,125.02,383QXk8nb2YrARMUwDdjQS,4,1
0.578,0.937,5,-3.926,1,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,5axOkQnmQmwtjr4bv1Xt7i,4,1
0.624,0.876,7,-6.005,1,0.0342,0.000926,0.00164,0.0561,0.453,89.24,5UaDi8KzCGJqFfVAOBfXhi,4,1
0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,4LFBVDJV0xpayUvquQVzhS,4,1
0.552,0.988,1,-2.555,0,0.0787,0.000108,0.309,0.846,0.619,139.941,14EORgkbXqIx5K4Haucmnb,4,1
0.518,0.975,8,-4.425,1,0.0575,0.000136,0.827,0.42,0.32,154.059,4eNnMvUrSu2TRpySjVC0Pv,4,1
0.513,0.88,7,-4.69,0,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,60fUDmIWuKhngaeBIVhqIV,4,1
0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,5cxp9kjCFyJwzv3lzeX7ku,4,1
0.684,0.851,9,-9.792,1,0.0407,0.000613,0.0029,0.535,0.512,112.662,4tvBoSWeIW0bjhKNre5mod,4,1
0.488,0.842,6,-5.926,1,0.0469,0.0116,0.00127,0.146,0.41,90.003,5omWAB5iNMHvbAfBSzkdu8,4,1
0.543,0.808,10,-5.484,1,0.0407,7.19e-05,0.00336,0.114,0.472,95.19,4a9i7rCLfPjbS1sNamZeQN,4,1
0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,1SDl9wY1MqbpJQW0yKEWxL,4,1
0.649,0.896,10,-2.704,0,0.056,0.000319,1.19e-05,0.102,0.924,90.009,4ImIJRZNJhNQLLdUFSYJoS,4,1
0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94,5aeIj88MLdekYvObw5Yisk,4,1
0.576,0.989,2,-1.909,1,0.112,0.00252,0.0032,0.0243,0.352,135.093,2MvIMgtWyK88OiPi0J8Dg3,4,1
0.619,0.696,7,-6.269,0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,1E2WTcYLP1dFe1tiGDwRmT,4,1
0.486,0.986,1,-4.71,1,0.0818,0.000662,0.048,0.29,0.501,180.085,5IVA7WzOlWrmZh8EqZqMaw,4,1
0.32,0.909,7,-4.612,1,0.0412,1.62e-05,0.139,0.0443,0.21,109.649,79M3Eq1q61lkeQJ1OCVEdZ,3,1
0.54,0.977,1,-3.409,1,0.0876,2.55e-05,0.0588,0.0533,0.211,106.907,5hkgrWxkobGtg30I7DsfVu,4,1
0.44,0.916,4,-4.222,0,0.266,0.000236,1.94e-05,0.0897,0.401,124.099,1Si7crvw1M6Kgz9XiAtMiJ,4,1
0.354,0.942,7,-3.245,1,0.237,0.00039,6.36e-06,0.431,0.242,119.992,2hEYslbdYWFSIA6JboUvnR,4,1
0.478,0.971,7,-2.729,1,0.0858,3.83e-05,2.77e-05,0.295,0.284,90.526,7gQ7DfSSc3b8e4cHtFnDxu,4,1
0.409,0.992,3,-2.803,0,0.108,4.82e-05,2.03e-06,0.1,0.344,149.859,3HhaSocKwTptze7PySNZlW,4,1
0.567,0.987,4,-4.069,1,0.0765,0.000133,2.38e-05,0.371,0.383,107.974,44M12pkcMqqdbNNooHCZ6C,4,1
0.524,0.891,7,-4.722,1,0.0753,2.89e-05,0.00115,0.0759,0.57,140.042,3X1usZ9bRwbyEjAnkLAJWO,4,1
0.27,0.964,6,-4.545,1,0.0866,3.28e-05,0.0247,0.525,0.325,99.731,7lMFAK8dv0QkWpIlZcWQlJ,3,1
0.475,0.958,2,-3.322,0,0.0581,0.000277,2.2e-06,0.432,0.624,169.16,2Ll44WxlG2eiqL6NtEnf8M,4,1
0.602,0.876,11,-5.212,1,0.0442,0.000122,7.16e-06,0.108,0.713,128.563,0Hxty2K8F2DrrCXQyQVpBo,4,1
0.473,0.942,1,-2.698,1,0.0785,3.4e-05,0.0375,0.0627,0.75,173.527,5ih5herXfvp5coBVFhmoAW,4,1
0.386,0.812,0,-5.435,1,0.054,7.19e-05,0.00036,0.0809,0.508,173.102,0is4yL58CcQ4Gv4WgTGr9N,4,1
0.519,0.892,11,-5.285,0,0.113,0.000456,0.000525,0.572,0.559,174.027,65XY6Cx0263J5BPnY8mPyE,4,1
0.571,0.954,2,-3.399,0,0.0464,0.000432,0.0014,0.058,0.53,123.051,5znIVOv7RucpCHGkbonySq,4,1
0.491,0.95,2,-6.719,1,0.059,3.24e-05,1.75e-05,0.0698,0.497,146.007,7iOSeHfKU2EhSKcX7TbjKG,4,1
0.54,0.967,1,-4.174,0,0.162,0.00796,0.0,0.683,0.293,136.896,3zUwwYcmob803s2Bkck8GY,4,1
0.522,0.944,2,-5.731,0,0.0936,6.11e-06,0.482,0.135,0.236,124.029,4u39IY2QjY1utpNCCF4is0,4,1
0.461,0.987,1,-1.711,0,0.108,3.58e-05,8.48e-05,0.359,0.309,142.031,15zUfY9L1p7bN9JsgaTAP0,4,1
0.294,0.92,10,-2.471,0,0.0635,4.11e-05,0.000232,0.0804,0.582,184.007,12C6ufD5zOWsQGHQY7aXRM,4,1
0.487,0.935,8,-4.278,1,0.233,0.0105,0.000256,0.203,0.397,165.013,0vMpw8pTVb7egqdVaKwy6U,4,1
0.549,0.81,11,-4.001,0,0.0328,0.000298,2.89e-06,0.156,0.41,133.985,605hJIiMrdsUjr4Vx4BFD6,4,1
0.462,0.932,1,-3.933,1,0.0952,0.000139,7.02e-05,0.226,0.46,90.496,06BRkkaJsqM9i6VZKDvUlK,4,1
0.502,0.9,4,-5.655,0,0.0482,0.000104,0.00212,0.161,0.552,120.066,3iKSyNDGzJ3FcjXoDKqehS,4,1
0.401,0.988,2,-3.308,1,0.0916,0.00492,0.0,0.4,0.514,169.024,4QVD4vVkYveZuO0xkyi6AX,4,1
0.521,0.907,8,-2.823,1,0.0345,0.00192,0.0,0.133,0.758,94.994,0L639McB94IkUvIgZKM1E5,4,1
0.43,0.955,9,-4.767,1,0.0424,0.000807,0.0,0.044,0.366,172.975,6HNruFQlzQx4ulL4ppRLYI,4,1
0.417,0.878,6,-6.636,0,0.0784,0.000153,0.000143,0.107,0.305,92.38,7Afg7GsTbQa9WWbFQINevi,4,1
0.387,0.96,5,-3.331,0,0.13,0.000763,0.0,0.0919,0.572,88.888,1iWLoUrmSLht6keK0436jK,4,1
0.531,0.929,2,-5.664,1,0.121,9.79e-05,0.0,0.0778,0.344,132.016,3EAeH1G0BoxQIX8SmgjqAy,4,1
0.591,0.959,6,-3.074,1,0.164,0.00343,0.0,0.068,0.426,130.017,2j02RtZz6v53FRw4oWliZf,4,1
0.517,0.97,1,-3.992,1,0.0767,0.000386,0.00026,0.0413,0.476,100.036,6156ZPGcezId0Bmw7x7c7K,4,1
0.569,0.89,3,-4.532,0,0.0671,2.56e-05,3.66e-05,0.313,0.648,116.983,1NkHDIbGjHqFjZJrdHjQGZ,4,1
0.568,0.945,6,-4.438,0,0.0359,2.39e-05,0.0742,0.352,0.82,116.039,6oaCwukRHvb3Q0eBfa9wiI,4,1
0.206,0.969,11,-4.257,0,0.1,6.42e-05,0.0,0.313,0.715,194.609,7qFlhASAQGN8AQUH5CXB8O,4,1
0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4cG7HUWYHBV6R6tHn1gxrl,4,1
0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,23RoR84KodL5HWvUTneQ1w,4,1
0.69,0.89,0,-4.866,0,0.0507,0.00903,1.61e-05,0.188,0.713,124.018,2F2p7b5Xq20mRyEeWYaeUF,4,1
0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,6cx06DFPPHchuUAcTxznu9,4,1
0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,4,1
0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,3BKD1PwArikchz2Zrlp1qi,4,1
0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,0xfMlIW8lS40qvpsUw1l0X,4,1
0.627,0.921,0,-4.935,1,0.126,0.0104,0.0,0.547,0.632,123.867,0EPnTKYTvCz7wYH3ENYQpa,4,1
0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,4,1
0.657,0.86,0,-3.673,1,0.0933,0.105,0.0,0.339,0.737,124.035,5WVG4MP29MfXX4PdJ7jY4N,4,1
0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,5K6Ssv4Z3zRvxt0P6EKUAP,4,1
0.641,0.676,9,-5.702,0,0.0458,0.0143,0.0201,0.407,0.495,124.173,3jj5ZZ87UphCM0FmZzarpn,4,1
0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,1bFgMkoazsyZGSflpCzYm6,4,1
0.517,0.837,5,-4.291,1,0.276,0.357,0.0,0.187,0.502,126.897,6sao7zI6OpfpVPvD72RHPL,4,1
0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,0b18g3G5spr4ZCkz7Y6Q0Q,4,1
0.67,0.848,4,-4.437,1,0.0501,0.0134,9.85e-06,0.332,0.373,124.019,319J2YqAVDmQXpUJGCxDkv,4,1
0.737,0.899,6,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,1UPHCP5YeVfele4DMbdGyi,4,1
0.753,0.851,6,-6.27,0,0.048,0.00294,2.91e-05,0.282,0.434,125.014,1S6u4dn8fGTLO4BPZOnYuk,4,1
0.628,0.967,8,-2.43,1,0.0538,0.0217,0.00157,0.336,0.349,125.982,5vlzH0ps6WDyb158oFTAb3,4,1
0.682,0.743,7,-5.213,0,0.0736,0.302,0.0,0.0999,0.276,124.1,7cdVYM4tqN1fc660EvwNEk,4,1
0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,6Dy1jexKYriXAVG6evyUTJ,4,1
0.733,0.93,9,-6.483,0,0.0616,0.0437,0.116,0.0406,0.612,123.967,3VtgKy06wkxOLoxxe0lqXa,4,1
0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,5eTaQYBE1yrActixMAeLcZ,4,1
0.571,0.937,6,-3.365,1,0.033,0.0337,3.71e-05,0.212,0.607,148.979,3JlHRjPt2TNB9h7VFf0im2,4,1
0.533,0.799,1,-5.409,1,0.0324,0.431,0.0,0.0712,0.578,142.976,5Sse1yMCWX7tenij80BEZA,4,1
0.642,0.842,6,-4.13,1,0.114,0.206,1.11e-06,0.342,0.278,139.89,2Vewxhl9sD0IhO9Az4qLS5,4,1
0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,39JofJHEtg8I4fSyo7Imft,4,1
0.632,0.946,9,-5.344,0,0.0477,0.0033,0.0991,0.136,0.858,139.968,58AZ5hySVrAqKaOKg1qxRh,4,1
0.582,0.876,11,-7.342,0,0.0493,0.181,0.0261,0.103,0.384,140.011,7hLxq5rAhpCjgMPgFGIrcP,4,1
0.662,0.872,0,-4.874,0,0.0318,0.0729,0.016,0.156,0.372,121.989,7me5d5XmtCCfbDk3SsyXqM,4,1
0.683,0.869,3,-4.22,0,0.0393,0.00531,0.000609,0.309,0.588,126.014,0TaJJ3tHKlKW6hxnkntyYI,4,1
0.628,0.738,6,-5.045,0,0.0367,0.0156,0.281,0.153,0.699,125.928,4vyG9ZhHT8MKJE5mTICMFC,4,1
0.615,0.909,5,-4.842,0,0.0446,0.163,0.0228,0.188,0.273,123.975,2uM8Re540lL0XqKLgV5zNC,4,1
0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.543,0.466,121.97,7MUazB4rGIqFFIkjT95rCO,4,1
0.691,0.928,8,-4.857,1,0.036,0.0202,0.000155,0.351,0.683,125.031,0OusmFNu4kTlvLifphqzLB,4,1
0.814,0.675,10,-6.761,0,0.042,0.00577,0.0818,0.0956,0.776,125.0,2n6qz4opcJlHsEpI8030YM,4,1
0.639,0.904,3,-4.236,0,0.0533,0.0513,3.31e-05,0.0862,0.538,125.914,0lvfn7kaEawAdEWZl5c4qY,4,1
0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,6M6Tk58pQvABy6ru66dY3d,4,1
0.736,0.852,11,-4.642,1,0.0484,0.101,0.000132,0.393,0.874,118.977,4c54B90wf8J1eabDxaEiVd,4,1
0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,46lFttIf5hnUZMGvjK0Wxo,4,1
0.697,0.871,3,-6.12,0,0.0562,0.0247,0.0945,0.0878,0.571,125.982,4zEN5rPc4Nqn2I39EMrcKr,4,1
0.878,0.875,1,-4.923,1,0.0658,0.0507,3.42e-05,0.356,0.84,124.006,7g7OshelYRRnOSEMmisJVI,4,1
0.759,0.883,8,-7.044,1,0.0358,0.0683,0.0,0.101,0.911,125.058,6R2yAeOuIDQayPy6dGBycy,4,1
0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,1A8j067qyiNwQnZT0bzUpZ,4,1
0.728,0.86,2,-5.323,1,0.0429,0.0217,0.0015,0.151,0.629,124.074,6HwAkAjoFbQrrLl9zubgzy,4,1
0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,1WCEAGGRD066z2Q89ObXTq,4,1
0.758,0.82,1,-3.633,0,0.14,0.174,0.0023,0.246,0.469,125.919,25NVlQnDE1Nunso1vG4aSJ,4,1
0.308,0.86,11,-4.111,0,0.168,0.0116,0.000828,0.277,0.0387,171.835,53O5nAlq04RKmSBqW0SFvG,4,1
0.622,0.859,5,-7.626,1,0.0636,0.000609,0.746,0.0909,0.442,121.968,3C4fzUgIP3ahkhOBdP38GM,4,1
0.619,0.871,6,-4.054,0,0.0329,0.0304,3.82e-06,0.603,0.616,124.995,1wqCgefGSAaJ6bezrlXZvn,4,1
0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,0siYMEsGrzzzlWLXK5zJfS,4,1
0.614,0.846,1,-5.443,1,0.0398,0.0158,3.82e-06,0.11,0.176,126.0,4noHMK37jUFDoPAclko08W,4,1
0.75,0.85,7,-5.925,0,0.0501,0.0451,0.00351,0.559,0.877,122.04,7sMYJtxTHZKCDr48rAoA4J,4,1
0.789,0.692,3,-5.966,0,0.0475,0.001,0.861,0.0505,0.774,121.998,7nionv2ijjqUlg9m5iWPTc,4,1
0.509,0.953,11,-4.954,0,0.0414,0.0159,3.3e-05,0.28,0.406,125.015,4FEcEwbE2vsqhxbTPtiNTL,4,1
0.502,0.754,7,-5.707,1,0.361,0.0323,0.0247,0.423,0.435,126.718,25pl1uvFA8J4aPjhofnPRd,4,1
0.677,0.696,7,-7.025,1,0.0414,0.00285,0.0,0.155,0.357,127.994,0MciUrJaj9OZoAuGUU40Wr,4,1
0.725,0.893,5,-4.468,0,0.0451,0.104,0.0,0.0548,0.711,122.953,2IL4G218joxwzcYkYC4SOX,4,1
0.701,0.88,10,-4.56,0,0.0358,0.182,7.33e-06,0.0649,0.623,124.039,4q05KbxYZ5JdkmrletgPjF,4,1
0.566,0.91,8,-4.042,0,0.0374,0.0234,2.78e-06,0.426,0.38,126.019,5ipdTWv3St0ZGJ6WDniovn,4,1
0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.975,1yAPglN5AGf7UoLK062ZYq,4,1
0.535,0.954,2,-4.347,1,0.0802,0.0723,0.000819,0.213,0.0396,131.93,7DnI3ktF2vcmzKuCCKseQL,4,1
0.724,0.859,1,-5.87,0,0.036,0.156,0.00562,0.0991,0.341,129.95,2NlUlYeFXidxqwh1OffA5X,4,1
0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,1V7bZ9gEIwFQpm8yGxRHNA,4,1
0.649,0.973,11,-3.625,0,0.0499,0.0234,2.82e-06,0.731,0.575,116.965,54bg3tj2TiXAyG0Uqk1p7n,4,1
0.727,0.899,10,-4.962,1,0.0384,0.0852,0.0,0.508,0.634,114.979,1Z18G3Uk0uIgGwa8ugDhrX,4,1
0.714,0.815,11,-5.421,0,0.0467,0.0176,0.00604,0.145,0.753,127.024,6wEP6ogU9XSM0IalSGZA4m,4,1
0.727,0.725,0,-6.198,1,0.203,0.0624,0.0,0.1,0.468,119.965,5gFCFZnV0QTt1YfjY7dJBY,4,1
0.813,0.853,10,-4.756,1,0.163,0.138,0.0,0.0845,0.732,123.005,5066WzFaeJhqmQmKjBmrr6,4,1
0.601,0.879,2,-2.673,0,0.0353,0.0313,0.0,0.0793,0.589,124.013,6oYXbji1rn7U6bFuNYekpQ,4,1
0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,4laAKIq9ZxBCwf99rauPYb,4,1
0.697,0.921,5,-4.283,1,0.0424,0.0946,1.9e-05,0.159,0.722,123.988,2ZEq4HT450Ye9IFGPTl9qV,4,1
0.645,0.843,3,-4.825,1,0.0393,0.2,0.00157,0.12,0.393,123.016,6qQzO2JlgDnXYeqdaFEZhu,4,1
0.675,0.899,9,-4.787,0,0.0391,0.0025,8.33e-05,0.298,0.344,123.034,7x74XLYJqptDCmY4y3FaVh,4,1
0.63,0.91,10,-2.681,0,0.058,0.0231,1.91e-06,0.125,0.525,123.017,6Owc2SuzwO3LW1SAODYK3l,4,1
0.784,0.903,4,-4.221,1,0.058,0.0569,0.000159,0.386,0.887,123.96,4ByEjpCLSrbX03WbwYCyva,4,1
0.814,0.874,6,-5.316,1,0.0425,0.000222,0.522,0.276,0.434,123.992,1olCzMxaeiQKNO64ssWVGr,4,1
0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991,2cNCaMkur4qF0lNwJWBf6b,4,1
0.629,0.876,5,-5.572,0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,44xO8889yUQHn70P73NILS,4,1
0.683,0.88,6,-4.091,0,0.0347,0.668,0.000127,0.0603,0.573,126.018,4D5d2gz2XcnkubPLmM5ezl,4,1
0.655,0.877,10,-5.791,0,0.0526,0.00191,0.0,0.117,0.628,121.921,5hw7bUv7NtrsepLROgIxLl,4,1
0.458,0.788,9,-6.509,0,0.0617,0.247,0.00549,0.12,0.467,128.11,1yOLPaHFwHydAgjz02mHgj,4,1
0.721,0.862,8,-5.673,0,0.0396,0.0342,0.0,0.311,0.849,124.012,4P4kTyVIEhFNgK7GxWC37i,4,1
0.712,0.651,11,-8.005,0,0.0305,0.023,0.175,0.158,0.423,125.051,4GRYjEZJFqpkhsfEFcT9zl,4,1
0.601,0.854,0,-7.033,0,0.0553,0.0123,0.906,0.326,0.398,125.952,7d1tkfgtzmzXqO8ajYkq1V,4,1
0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,1RF02Cf80mTaeNXG2P2boR,4,1
0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952,7MIhUdNJtaOnDmC5nBC1fb,4,1
0.508,0.874,7,-4.871,1,0.087,0.0725,1.19e-05,0.0422,0.432,120.347,3oVVFLLZPuRepSkcwgQ294,4,1
0.681,0.815,6,-6.003,1,0.0466,0.00162,0.000911,0.0161,0.636,119.979,3EkqcnvLbMAViy71kHmJ85,4,1
0.812,0.882,10,-5.336,0,0.058,0.0394,0.351,0.073,0.735,126.034,1qr9BPBu8ddagYyUTQLUVN,4,1
0.383,0.918,1,-4.543,1,0.0551,0.0813,2.86e-05,0.148,0.576,121.396,4nzUclEJiSUwQQcCCEbNAA,4,1
0.666,0.855,11,-5.318,0,0.236,0.222,0.0,0.502,0.769,125.943,2xbRwcylUnX881qaqf5ZZJ,4,1
0.708,0.729,3,-5.49,0,0.0406,0.0233,0.000565,0.186,0.325,127.926,3cgUo5TYCbseNEk5ueXJ5s,4,1
0.73,0.699,10,-7.332,0,0.0434,0.0401,2.94e-06,0.129,0.624,122.968,0nS2xf6yooLnSAthClLCDi,4,1
0.57,0.672,8,-5.888,0,0.0716,0.172,1.04e-06,0.0768,0.461,120.018,61ZM92T2zaXIVsqncThQzC,4,1
0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,1bgKMxPQU7JIZEhNsM1vFs,4,1
0.812,0.634,8,-4.96,1,0.163,0.0564,0.0,0.276,0.463,124.074,7zx1i0jGcFwMBurajgKlO7,4,1
0.737,0.869,4,-4.408,0,0.0381,0.125,0.00311,0.133,0.28,129.0,61PpT1S6HoGFeJlmdeBUcl,4,1
0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4zN21mbAuaD0WqtmaTZZeP,4,1
0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,20on25jryn53hWghthWWW3,4,1
0.876,0.614,11,-9.566,0,0.0468,0.208,0.943,0.108,0.121,122.001,4Dc8vlnTDInfrPrHgBC4HS,4,1
0.77,0.67,6,-11.643,1,0.0807,0.236,0.917,0.754,0.374,121.033,2Xu88uUM8dvRSzsZa8Tm2W,4,1
0.645,0.703,8,-11.214,1,0.0489,0.666,0.915,0.109,0.73,120.076,5Hr9Y7IUmWzUZW2AUnzk1e,4,1
